time,open,high,low,close,volume
2019-12-24 17:00:00,70.6169840633,70.6169840633,70.6169840633,70.6169840633,688
2019-12-24 16:33:00,70.6120183799,70.6120183799,70.6120183799,70.6120183799,1260
2019-12-24 16:21:00,70.5996041713,70.5996041713,70.5996041713,70.5996041713,1600
2019-12-24 16:20:00,70.6169840633,70.6169840633,70.6169840633,70.6169840633,908
2019-12-24 16:02:00,70.602087013,70.602087013,70.602087013,70.602087013,800
2019-12-24 13:16:00,70.5797414376,70.5797414376,70.5797414376,70.5797414376,0
2019-12-24 13:01:00,70.5797414376,70.5822242793,70.5797414376,70.5797414376,1615792
2019-12-24 13:00:00,70.5797414376,70.6269154302,70.5797414376,70.5812807995,465772
2019-12-24 12:59:00,70.5809828585,70.5822242793,70.5573958622,70.5822242793,184324
2019-12-24 12:58:00,70.602087013,70.6070526965,70.5598787039,70.5861471692,262788
2019-12-24 12:57:00,70.6058112756,70.6120183799,70.5896728045,70.6045698548,193688
2019-12-24 12:56:00,70.6318811136,70.6357295183,70.6045698548,70.6045698548,154996
2019-12-24 12:55:00,70.6231911676,70.6506265686,70.619938645,70.6343639553,412012
2019-12-24 12:54:00,70.6070526965,70.6368467971,70.602087013,70.6225208004,350428
2019-12-24 12:53:00,70.566731347,70.6108514443,70.5654899262,70.607797549,242752
2019-12-24 12:52:00,70.5648443873,70.5797414376,70.5598787039,70.567327229,199356
2019-12-24 12:51:00,70.5549130205,70.567327229,70.5474644953,70.5649685294,133120
2019-12-24 12:50:00,70.5549130205,70.5623615456,70.549947337,70.5623615456,129920
2019-12-24 12:49:00,70.549947337,70.5598787039,70.545602364,70.5500218223,65976
2019-12-24 12:48:00,70.5536715996,70.5573958622,70.5437402327,70.5518342967,100820
2019-12-24 12:47:00,70.5424988119,70.5573958622,70.5400159702,70.5559061571,87228
2019-12-24 12:46:00,70.5570979212,70.5598787039,70.5400159702,70.5424988119,99112
2019-12-24 12:45:00,70.5460741039,70.558637283,70.532567445,70.5551613046,150240
2019-12-24 12:44:00,70.5379055547,70.5573958622,70.5300846033,70.5433678065,107260
2019-12-24 12:43:00,70.532567445,70.5400159702,70.5251437483,70.5347026889,112080
2019-12-24 12:42:00,70.5251189199,70.5400159702,70.5201532364,70.5375083,99384
2019-12-24 12:41:00,70.5276017616,70.5349758015,70.5176703947,70.5276017616,74324
