time,open,high,low,close,volume
2020-07-21 20:00:00,96.9960445348,96.9960445348,96.9910537427,96.9960445348,4944
2020-07-21 19:59:00,96.9960445348,96.9960445348,96.9960445348,96.9960445348,3952
2020-07-21 19:58:00,97.0484478519,97.05593404,96.9960445348,97.05593404,10212
2020-07-21 19:56:00,97.05593404,97.05593404,97.05593404,97.05593404,1324
2020-07-21 19:55:00,97.0709064163,97.0709064163,97.05593404,97.05593404,3908
2020-07-21 19:53:00,97.0584294361,97.0584294361,97.0584294361,97.0584294361,836
2020-07-21 19:52:00,97.0234938913,97.0234938913,96.9710905743,96.9710905743,1692
2020-07-21 19:51:00,97.0584294361,97.0584294361,97.0584294361,97.0584294361,708
2020-07-21 19:50:00,97.0709064163,97.0709064163,97.0709064163,97.0709064163,1988
2020-07-21 19:49:00,97.05593404,97.05593404,97.05593404,97.05593404,644
2020-07-21 19:42:00,97.008521515,97.008521515,97.0084965611,97.0084965611,2044
2020-07-21 19:41:00,96.9710905743,96.9710905743,96.9710905743,96.9710905743,2360
2020-07-21 19:40:00,97.008521515,97.008521515,97.008521515,97.008521515,1992
2020-07-21 19:36:00,97.008521515,97.008521515,97.008521515,97.008521515,888
2020-07-21 19:34:00,97.008521515,97.008521515,97.008521515,97.008521515,2060
2020-07-21 19:32:00,96.9835675545,97.006026119,96.9835675545,97.006026119,9620
2020-07-21 19:31:00,96.9835675545,96.9835675545,96.9835675545,96.9835675545,808
2020-07-21 19:29:00,96.9960445348,96.9960445348,96.9835675545,96.9835675545,2944
2020-07-21 19:28:00,96.9960445348,96.9960445348,96.9935491387,96.9960445348,3828
2020-07-21 19:24:00,96.9710905743,96.9710905743,96.9710905743,96.9710905743,3760
2020-07-21 19:22:00,96.9960445348,96.9960445348,96.9960445348,96.9960445348,2740
2020-07-21 19:21:00,96.9960445348,96.9960445348,96.9960445348,96.9960445348,744
2020-07-21 19:19:00,96.9785767624,96.9785767624,96.9785767624,96.9785767624,1336
2020-07-21 19:18:00,96.958613594,96.958613594,96.958613594,96.958613594,1060
2020-07-21 19:17:00,96.9935491387,96.9935491387,96.9935491387,96.9935491387,2508
2020-07-21 19:14:00,96.9785767624,96.9785767624,96.9760813664,96.9760813664,2408
2020-07-21 19:09:00,97.006026119,97.008521515,97.006026119,97.006026119,2020
2020-07-21 19:07:00,97.0459524558,97.0459524558,97.0209984953,97.0209984953,1608
2020-07-21 19:03:00,97.0584294361,97.0634202282,97.0584294361,97.0634202282,2452
2020-07-21 19:01:00,97.0309800795,97.0309800795,97.0259892874,97.0259892874,2212
2020-07-21 18:59:00,97.0709064163,97.0709064163,97.0459524558,97.0459524558,1980
2020-07-21 18:58:00,97.0509432479,97.0709064163,97.0509432479,97.0709064163,10768
2020-07-21 18:57:00,97.0209984953,97.0209984953,97.0209984953,97.0209984953,1024
2020-07-21 18:56:00,97.0010353269,97.0010353269,97.0010353269,97.0010353269,3696
2020-07-21 18:55:00,97.0010353269,97.0010353269,97.0010353269,97.0010353269,6568
2020-07-21 18:52:00,96.9910537427,97.0010353269,96.9910537427,97.0010353269,12852
2020-07-21 18:51:00,97.0010353269,97.0010353269,97.0010353269,97.0010353269,3180
2020-07-21 18:50:00,97.008521515,97.0409616637,97.008521515,97.0409616637,12164
2020-07-21 18:46:00,96.9910537427,97.0309800795,96.9910537427,97.0309800795,4944
2020-07-21 18:45:00,96.9835675545,96.9835675545,96.9835675545,96.9835675545,464
2020-07-21 18:43:00,96.9785767624,96.9785767624,96.9561181979,96.9561181979,1556
2020-07-21 18:42:00,96.9835675545,96.9935241848,96.9835675545,96.9935241848,3500
2020-07-21 18:41:00,96.9935491387,96.9935491387,96.9935491387,96.9935491387,3176
2020-07-21 18:40:00,96.9935491387,96.9935491387,96.9935491387,96.9935491387,432
2020-07-21 18:39:00,96.9810721585,96.9935491387,96.9810721585,96.9935491387,6376
2020-07-21 18:38:00,96.9561181979,96.9660997822,96.9561181979,96.9660997822,9664
2020-07-21 18:37:00,96.9561181979,96.9561181979,96.9561181979,96.9561181979,720
2020-07-21 18:36:00,96.9561181979,96.9561181979,96.9561181979,96.9561181979,4800
2020-07-21 18:35:00,96.9561181979,96.9561181979,96.9561181979,96.9561181979,796
2020-07-21 18:34:00,96.9611089901,96.9611089901,96.9611089901,96.9611089901,432
2020-07-21 18:33:00,96.9461366137,96.9461366137,96.9461366137,96.9461366137,924
2020-07-21 18:32:00,96.9611089901,96.9611089901,96.9611089901,96.9611089901,1344
2020-07-21 18:31:00,96.9511274058,96.9810721585,96.9511274058,96.9810721585,4572
2020-07-21 18:29:00,96.9610840361,96.9610840361,96.9610840361,96.9610840361,504
2020-07-21 18:28:00,96.9611089901,96.9611089901,96.9611089901,96.9611089901,1156
2020-07-21 18:27:00,96.9536228019,96.9536228019,96.9536228019,96.9536228019,1708
2020-07-21 18:25:00,96.9461366137,96.9461366137,96.9461366137,96.9461366137,576
2020-07-21 18:23:00,96.9211826532,96.9211826532,96.9211826532,96.9211826532,1164
2020-07-21 18:22:00,96.9161918611,96.9161918611,96.9161918611,96.9161918611,6556
2020-07-21 18:21:00,96.9311642374,96.9311642374,96.9311642374,96.9311642374,3160
2020-07-21 18:20:00,96.9311642374,96.9311642374,96.9311642374,96.9311642374,1476
2020-07-21 18:18:00,96.9012194848,96.9037148809,96.9012194848,96.9037148809,3960
2020-07-21 18:17:00,96.9161918611,96.9161918611,96.9161918611,96.9161918611,816
2020-07-21 18:15:00,96.9411208677,96.9411208677,96.9411208677,96.9411208677,1120
2020-07-21 18:14:00,96.9461366137,96.9461366137,96.9461366137,96.9461366137,1104
2020-07-21 18:13:00,96.9286688414,96.9286688414,96.9286688414,96.9286688414,1268
2020-07-21 18:12:00,96.9286688414,96.9286688414,96.9286688414,96.9286688414,2832
2020-07-21 18:10:00,96.9161918611,96.9161918611,96.9161918611,96.9161918611,1188
2020-07-21 18:09:00,96.9012194848,96.9012194848,96.9012194848,96.9012194848,4404
2020-07-21 18:08:00,96.8837517124,96.8837517124,96.8837517124,96.8837517124,2296
2020-07-21 18:06:00,96.911201069,96.911201069,96.911201069,96.911201069,1496
2020-07-21 18:05:00,96.8812563164,96.8812563164,96.8812563164,96.8812563164,1808
2020-07-21 18:03:00,96.8962286927,96.8962286927,96.8962286927,96.8962286927,688
2020-07-21 18:02:00,96.8413299796,96.8413299796,96.8413299796,96.8413299796,1120
2020-07-21 18:01:00,96.8712747322,96.9336596335,96.8338437914,96.8413299796,9124
2020-07-21 17:56:00,96.9037148809,96.9037148809,96.8263576033,96.8563023559,5912
2020-07-21 17:55:00,96.8812563164,96.8812563164,96.8812563164,96.8812563164,4444
2020-07-21 17:54:00,96.8962286927,96.8962286927,96.8712747322,96.8712747322,1204
2020-07-21 17:53:00,96.8837517124,96.9037148809,96.8213668111,96.9037148809,4476
2020-07-21 17:52:00,96.9286688414,96.9286688414,96.9286688414,96.9286688414,700
2020-07-21 17:50:00,96.9511274058,96.9511274058,96.9511274058,96.9511274058,476
2020-07-21 17:49:00,96.9336596335,96.9336596335,96.9336596335,96.9336596335,1472
2020-07-21 17:45:00,96.9336596335,96.9336596335,96.9336596335,96.9336596335,556
2020-07-21 17:44:00,96.8712747322,96.8712747322,96.8712747322,96.8712747322,1128
2020-07-21 17:43:00,96.9336346795,96.9336346795,96.9336346795,96.9336346795,1820
2020-07-21 17:42:00,96.8712747322,96.8712747322,96.8712747322,96.8712747322,4404
2020-07-21 17:41:00,96.9012194848,96.9012194848,96.8962286927,96.8962286927,2604
2020-07-21 17:40:00,96.9012194848,96.9012194848,96.9012194848,96.9012194848,4428
2020-07-21 17:39:00,96.9012194848,96.9012194848,96.9012194848,96.9012194848,2836
2020-07-21 17:37:00,96.8962286927,96.8962286927,96.8962286927,96.8962286927,1052
2020-07-21 17:33:00,96.8712747322,96.8712747322,96.8712747322,96.8712747322,1496
2020-07-21 17:30:00,96.8837517124,96.8837517124,96.8837517124,96.8837517124,1208
2020-07-21 17:29:00,96.8837517124,96.8837517124,96.8837517124,96.8837517124,4364
2020-07-21 17:28:00,96.8837267585,96.8837517124,96.8837267585,96.8837517124,2104
2020-07-21 17:27:00,96.8712747322,96.8837018045,96.8712747322,96.8837018045,6368
2020-07-21 17:25:00,96.8563023559,96.8712747322,96.8563023559,96.8712747322,3000
2020-07-21 17:22:00,96.8463207717,96.8463207717,96.8463207717,96.8463207717,2528
2020-07-21 17:17:00,96.8213668111,96.8213668111,96.8213668111,96.8213668111,15128
2020-07-21 17:16:00,96.8263576033,96.8288529993,96.8238622072,96.8238622072,5624
2020-07-21 17:15:00,96.8488161677,96.8488161677,96.8313483954,96.8313483954,3104
2020-07-21 17:14:00,96.8238622072,96.8587977519,96.8238622072,96.8413299796,5284
2020-07-21 17:13:00,96.8263576033,96.9136964651,96.8263576033,96.8962286927,8792
2020-07-21 17:12:00,96.8837517124,96.8837517124,96.8837517124,96.8837517124,4456
2020-07-21 17:11:00,96.8463207717,96.8837517124,96.8238622072,96.8837517124,6400
2020-07-21 17:10:00,96.9186872572,96.9186872572,96.9186872572,96.9186872572,3524
2020-07-21 17:09:00,96.8887425045,96.8962286927,96.8388345835,96.8962286927,4256
2020-07-21 17:08:00,96.9336596335,96.9336596335,96.9261734453,96.9261734453,2020
2020-07-21 17:07:00,96.9336596335,96.9336596335,96.9336596335,96.9336596335,856
2020-07-21 17:06:00,96.9336596335,96.9336596335,96.9336346795,96.9336346795,888
2020-07-21 17:05:00,96.9436412177,96.9436412177,96.9436412177,96.9436412177,4340
2020-07-21 17:02:00,96.9211826532,96.9211826532,96.9211826532,96.9211826532,772
2020-07-21 17:01:00,96.9361550295,96.9361550295,96.9361550295,96.9361550295,11512
2020-07-21 17:00:00,96.9211826532,96.9211826532,96.911201069,96.911201069,2340
2020-07-21 16:59:00,96.9486320098,96.9486320098,96.9461366137,96.9461366137,2072
2020-07-21 16:58:00,96.9386504256,96.9536228019,96.9386504256,96.9536228019,3560
2020-07-21 16:57:00,96.9461366137,96.9461366137,96.9461366137,96.9461366137,2196
2020-07-21 16:49:00,96.9461366137,96.9461366137,96.9037148809,96.9261734453,4936
2020-07-21 16:48:00,96.9386504256,96.9511274058,96.9336596335,96.9461366137,4768
2020-07-21 16:47:00,96.9461366137,96.9461366137,96.9461366137,96.9461366137,168276
2020-07-21 16:46:00,96.9336346795,96.9461366137,96.9336346795,96.9461366137,5264
2020-07-21 16:45:00,96.8837517124,96.9461366137,96.8837517124,96.9461366137,10528
2020-07-21 16:44:00,96.8787609203,96.8837517124,96.8787609203,96.8837517124,2660
2020-07-21 16:43:00,96.8787359664,96.8787609203,96.8787359664,96.8787609203,7208
2020-07-21 16:41:00,96.8762655243,96.8762655243,96.8238622072,96.8238622072,2088
2020-07-21 16:40:00,96.8737701282,96.8737701282,96.8737701282,96.8737701282,1568
2020-07-21 16:39:00,96.8712747322,96.8712747322,96.8587977519,96.8587977519,12108
2020-07-21 16:38:00,96.8712747322,96.8712747322,96.8213668111,96.8587977519,13928
2020-07-21 16:37:00,96.8288529993,96.8288529993,96.8288529993,96.8288529993,2400
2020-07-21 16:36:00,96.861293148,96.861293148,96.8213668111,96.8213668111,5348
2020-07-21 16:35:00,96.8837517124,96.8962286927,96.8837517124,96.8962286927,3184
2020-07-21 16:34:00,96.861293148,96.8837517124,96.861293148,96.8837517124,4816
2020-07-21 16:32:00,96.9211826532,96.9211826532,96.9211826532,96.9211826532,3704
2020-07-21 16:31:00,96.8837517124,96.9211826532,96.8662839401,96.9211826532,25496
2020-07-21 16:30:00,96.8587977519,96.8587977519,96.8388345835,96.8388345835,4908
2020-07-21 16:28:00,96.8837517124,96.8837517124,96.8837517124,96.8837517124,3072
2020-07-21 16:27:00,96.8587977519,96.8587977519,96.8213668111,96.8213668111,13792
2020-07-21 16:26:00,96.8837517124,96.8837517124,96.8837517124,96.8837517124,3416
